,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1278,"[0, 0, -1, -10, -2, -12, 4, -2, -6]","[-3, -1, 4, -13, 7, 7, -6, -5, -13]","[4, 4, 3, -6, 2, -8, 8, 2, -2]","[1, 3, 8, -9, 11, 11, -2, -1, -9]","[0, -1, -10, -2, -12, 4, -2, -6]","[-1, 4, -13, 7, 7, -6, -5, -13]","[0, 0, -1, -10, 4, -2, -12, 4, -2, -6]","[-3, -1, 4, -13, 4, 7, 7, -6, -5, -13]","['ZeroDivisionError', 'ZeroDivisionError', -1.0, -0.1, -0.5, -0.08333333333333333, 0.25, -0.5, -0.16666666666666666]","[-0.3333333333333333, -1.0, 0.25, -0.07692307692307693, 0.14285714285714285, 0.14285714285714285, -0.16666666666666666, -0.2, -0.07692307692307693]","[0, 0, -4, -40, -8, -48, 16, -8, -24]","[-12, -4, 16, -52, 28, 28, -24, -20, -52]","[0, 0, -12, -6, 4, -2, -1, -10, -2]","[-13, 7, -13, -1, -3, -6, 7, 4, -5]","[-3, -1, -1, -13, -2, -12, -6, -5, -13]","[-13, 0, -13, -6, -3, -6, -1, -10, -5]","[1, 3, 3, -9, 2, -8, -2, -1, -9]","[-12, -4, -4, -52, -8, -48, -24, -20, -52]",error,"[-3, -1, -1, -13, 4, -2, -12, -6, -5, -13]","[-1, -1, -13, -2, -12, -6, -5, -13]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1279,"[-6, 3]","[-5, -4]","[-2, 7]","[-1, 0]",[-6],[-5],"[4, -6, 3]","[4, -5, -4]","[-0.16666666666666666, 0.3333333333333333]","[-0.2, -0.25]","[-24, 12]","[-20, -16]","[-6, 3]","[-4, -5]","[-6, -4]","[-6, -5]","[-2, 0]","[-24, -16]","[-0.2, -0.25]","[4, -6, -4]",[-6],Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1280,"[-9, 13, 12, -6, -6, 10, 7, 4, -5, 16, 3, 15, 8, -6]","[16, -2, 16, 5, -7, -7, 0, -7, -3, 13, 16, 6, 13, 3]","[-5, 17, 16, -2, -2, 14, 11, 8, -1, 20, 7, 19, 12, -2]","[20, 2, 20, 9, -3, -3, 4, -3, 1, 17, 20, 10, 17, 7]","[-9, 13, 12, -6, -6, 10, 7, -5, 16, 3, 15, 8, -6]","[16, -2, 16, 5, -7, -7, 0, -3, 13, 16, 6, 13, 3]","[-9, 13, 12, -6, -6, 10, 7, 4, -5, 16, 3, 15, 8, 4, -6]","[16, -2, 16, 5, -7, -7, 0, -7, -3, 13, 16, 6, 13, 4, 3]","[-0.1111111111111111, 0.07692307692307693, 0.08333333333333333, -0.16666666666666666, -0.16666666666666666, 0.1, 0.14285714285714285, 0.25, -0.2, 0.0625, 0.3333333333333333, 0.06666666666666667, 0.125, -0.16666666666666666]","[0.0625, -0.5, 0.0625, 0.2, -0.14285714285714285, -0.14285714285714285, 'ZeroDivisionError', -0.14285714285714285, -0.3333333333333333, 0.07692307692307693, 0.0625, 0.16666666666666666, 0.07692307692307693, 0.3333333333333333]","[-36, 52, 48, -24, -24, 40, 28, 16, -20, 64, 12, 60, 32, -24]","[64, -8, 64, 20, -28, -28, 0, -28, -12, 52, 64, 24, 52, 12]","[-9, -5, 3, 8, -6, -6, 16, 4, 7, 12, -6, 13, 10, 15]","[-7, -7, 13, 16, 0, 16, 6, -3, 13, 5, 3, 16, -7, -2]","[-9, -2, 12, -6, -7, -7, 0, -7, -5, 13, 3, 6, 8, -6]","[-9, -7, 3, 8, -6, -6, 6, -3, 7, 5, -6, 13, -7, -2]","[-5, 2, 16, -2, -3, -3, 4, -3, -1, 17, 7, 10, 12, -2]","[-36, -8, 48, -24, -28, -28, 0, -28, -20, 52, 12, 24, 32, -24]",error,"[-9, -2, 12, -6, -7, -7, 0, -7, -5, 13, 3, 6, 8, 4, -6]","[-9, -2, 12, -6, -7, -7, 0, -5, 13, 3, 6, 8, -6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1281,"[14, -10, 13, -10, 13, -14, -4, -7, -2, 7]","[17, 12, -12, 3, -8, -11, -7, 10, -5, -1]","[18, -6, 17, -6, 17, -10, 0, -3, 2, 11]","[21, 16, -8, 7, -4, -7, -3, 14, -1, 3]","[14, -10, 13, -10, 13, -14, -4, -2, 7]","[17, 12, -12, 3, -8, -11, -7, -5, -1]","[4, 14, -10, 13, -10, 13, -14, -4, -7, -2, 7]","[4, 17, 12, -12, 3, -8, -11, -7, 10, -5, -1]","[0.07142857142857142, -0.1, 0.07692307692307693, -0.1, 0.07692307692307693, -0.07142857142857142, -0.25, -0.14285714285714285, -0.5, 0.14285714285714285]","[0.058823529411764705, 0.08333333333333333, -0.08333333333333333, 0.3333333333333333, -0.125, -0.09090909090909091, -0.14285714285714285, 0.1, -0.2, -1.0]","[56, -40, 52, -40, 52, -56, -16, -28, -8, 28]","[68, 48, -48, 12, -32, -44, -28, 40, -20, -4]","[-7, -10, 13, -14, 14, 13, -2, -10, 7, -4]","[-12, -8, 17, -1, -5, -11, 10, 12, -7, 3]","[14, -10, -12, -10, -8, -14, -7, -7, -5, -1]","[-12, -10, 13, -14, -5, -11, -2, -10, -7, -4]","[18, -6, -8, -6, -4, -10, -3, -3, -1, 3]","[56, -40, -48, -40, -32, -56, -28, -28, -20, -4]","[0.058823529411764705, -0.1, -0.08333333333333333, -0.1, -0.125, -0.09090909090909091, -0.25, -0.14285714285714285, -0.5, -1.0]","[4, 14, -10, -12, -10, -8, -14, -7, -7, -5, -1]","[14, -10, -12, -10, -8, -14, -7, -5, -1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1282,"[13, 14, 16, 17, 0, -4, 2, 10, -3, 7, -3, 13, -5, 13]","[-3, -2, 5, 0, 10, 10, 13, 16, -4, 8, 16, -2, 0, 12]","[17, 18, 20, 21, 4, 0, 6, 14, 1, 11, 1, 17, -1, 17]","[1, 2, 9, 4, 14, 14, 17, 20, 0, 12, 20, 2, 4, 16]","[13, 14, 16, 17, 0, -4, 2, 10, -3, -3, 13, -5, 13]","[-3, -2, 5, 0, 10, 10, 13, 16, -4, 16, -2, 0, 12]","[13, 14, 16, 17, 0, -4, 4, 2, 10, -3, 7, -3, 13, -5, 13]","[-3, -2, 5, 0, 10, 10, 4, 13, 16, -4, 8, 16, -2, 0, 12]","[0.07692307692307693, 0.07142857142857142, 0.0625, 0.058823529411764705, 'ZeroDivisionError', -0.25, 0.5, 0.1, -0.3333333333333333, 0.14285714285714285, -0.3333333333333333, 0.07692307692307693, -0.2, 0.07692307692307693]","[-0.3333333333333333, -0.5, 0.2, 'ZeroDivisionError', 0.1, 0.1, 0.07692307692307693, 0.0625, -0.25, 0.125, 0.0625, -0.5, 'ZeroDivisionError', 0.08333333333333333]","[52, 56, 64, 68, 0, -16, 8, 40, -12, 28, -12, 52, -20, 52]","[-12, -8, 20, 0, 40, 40, 52, 64, -16, 32, 64, -8, 0, 48]","[17, 13, 13, -4, 7, 2, 0, 13, 16, 14, 10, -3, -3, -5]","[12, 10, 16, 0, 8, -3, 16, 10, -2, 13, 0, -2, -4, 5]","[-3, -2, 5, 0, 0, -4, 2, 10, -4, 7, -3, -2, -5, 12]","[12, 10, 13, -4, 7, -3, 0, 10, -2, 13, 0, -3, -4, -5]","[1, 2, 9, 4, 4, 0, 6, 14, 0, 11, 1, 2, -1, 16]","[-12, -8, 20, 0, 0, -16, 8, 40, -16, 28, -12, -8, -20, 48]",error,"[-3, -2, 5, 0, 0, -4, 4, 2, 10, -4, 7, -3, -2, -5, 12]","[-3, -2, 5, 0, 0, -4, 2, 10, -4, -3, -2, -5, 12]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1283,[-8],[4],[-4],[8],[],[],"[-8, 4]","[4, 4]",[-0.125],[0.25],[-32],[16],[-8],[4],[-8],[-8],[-4],[-32],[-0.125],"[-8, 4]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
1284,"[-3, -9, 1, 5, 2, -12, 5]","[-15, 4, -7, -2, -12, -12, -2]","[1, -5, 5, 9, 6, -8, 9]","[-11, 8, -3, 2, -8, -8, 2]","[-3, -9, 1, 5, 2, -12]","[-15, 4, -7, -2, -12, -12]","[4, -3, -9, 1, 5, 2, -12, 5]","[4, -15, 4, -7, -2, -12, -12, -2]","[-0.3333333333333333, -0.1111111111111111, 1.0, 0.2, 0.5, -0.08333333333333333, 0.2]","[-0.06666666666666667, 0.25, -0.14285714285714285, -0.5, -0.08333333333333333, -0.08333333333333333, -0.5]","[-12, -36, 4, 20, 8, -48, 20]","[-60, 16, -28, -8, -48, -48, -8]","[2, 5, -9, -3, 1, -12, 5]","[-2, -12, -7, -15, 4, -12, -2]","[-15, -9, -7, -2, -12, -12, -2]","[-2, -12, -9, -15, 1, -12, -2]","[-11, -5, -3, 2, -8, -8, 2]","[-60, -36, -28, -8, -48, -48, -8]","[-0.3333333333333333, -0.1111111111111111, -0.14285714285714285, -0.5, -0.08333333333333333, -0.08333333333333333, -0.5]","[4, -15, -9, -7, -2, -12, -12, -2]","[-15, -9, -7, -2, -12, -12]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1285,"[4, 0, 11, -9, 1, -9, 1, -4]","[0, 3, 3, 11, -15, -1, 6, -15]","[8, 4, 15, -5, 5, -5, 5, 0]","[4, 7, 7, 15, -11, 3, 10, -11]","[4, 0, 11, -9, -9, 1, -4]","[0, 3, 3, 11, -1, 6, -15]","[4, 0, 4, 11, -9, 1, -9, 1, -4]","[0, 3, 4, 3, 11, -15, -1, 6, -15]","[0.25, 'ZeroDivisionError', 0.09090909090909091, -0.1111111111111111, 1.0, -0.1111111111111111, 1.0, -0.25]","['ZeroDivisionError', 0.3333333333333333, 0.3333333333333333, 0.09090909090909091, -0.06666666666666667, -1.0, 0.16666666666666666, -0.06666666666666667]","[16, 0, 44, -36, 4, -36, 4, -16]","[0, 12, 12, 44, -60, -4, 24, -60]","[11, 1, -4, 0, -9, 1, 4, -9]","[-1, 3, 6, 3, -15, 11, 0, -15]","[0, 0, 3, -9, -15, -9, 1, -15]","[-1, 1, -4, 0, -15, 1, 0, -15]","[4, 4, 7, -5, -11, -5, 5, -11]","[0, 0, 12, -36, -60, -36, 4, -60]",error,"[0, 0, 4, 3, -9, -15, -9, 1, -15]","[0, 0, 3, -9, -9, 1, -15]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1286,"[-10, -1, -8, -11, 1, -6, 4, -3, -9, -2]","[-4, -11, -3, 4, -11, 0, -10, 3, 4, 0]","[-6, 3, -4, -7, 5, -2, 8, 1, -5, 2]","[0, -7, 1, 8, -7, 4, -6, 7, 8, 4]","[-10, -1, -11, 1, -6, 4, -3, -9, -2]","[-4, -11, 4, -11, 0, -10, 3, 4, 0]","[-10, -1, -8, -11, 1, -6, 4, -3, -9, 4, -2]","[-4, -11, -3, 4, -11, 0, -10, 3, 4, 4, 0]","[-0.1, -1.0, -0.125, -0.09090909090909091, 1.0, -0.16666666666666666, 0.25, -0.3333333333333333, -0.1111111111111111, -0.5]","[-0.25, -0.09090909090909091, -0.3333333333333333, 0.25, -0.09090909090909091, 'ZeroDivisionError', -0.1, 0.3333333333333333, 0.25, 'ZeroDivisionError']","[-40, -4, -32, -44, 4, -24, 16, -12, -36, -8]","[-16, -44, -12, 16, -44, 0, -40, 12, 16, 0]","[1, 4, -10, -6, -9, -8, -1, -3, -11, -2]","[0, 4, -3, 0, 3, -11, -11, 4, -4, -10]","[-10, -11, -8, -11, -11, -6, -10, -3, -9, -2]","[0, 4, -10, -6, -9, -11, -11, -3, -11, -10]","[-6, -7, -4, -7, -7, -2, -6, 1, -5, 2]","[-40, -44, -32, -44, -44, -24, -40, -12, -36, -8]",error,"[-10, -11, -8, -11, -11, -6, -10, -3, -9, 4, -2]","[-10, -11, -11, -11, -6, -10, -3, -9, -2]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1287,"[8, 15, 12, -6, -3, 3, 4, -13, -5]","[9, 1, -5, 11, -7, -7, 0, -6, 11]","[12, 19, 16, -2, 1, 7, 8, -9, -1]","[13, 5, -1, 15, -3, -3, 4, -2, 15]","[15, 12, -6, -3, 3, 4, -13, -5]","[1, -5, 11, -7, -7, 0, -6, 11]","[8, 15, 12, -6, -3, 4, 3, 4, -13, -5]","[9, 1, -5, 11, -7, 4, -7, 0, -6, 11]","[0.125, 0.06666666666666667, 0.08333333333333333, -0.16666666666666666, -0.3333333333333333, 0.3333333333333333, 0.25, -0.07692307692307693, -0.2]","[0.1111111111111111, 1.0, -0.2, 0.09090909090909091, -0.14285714285714285, -0.14285714285714285, 'ZeroDivisionError', -0.16666666666666666, 0.09090909090909091]","[32, 60, 48, -24, -12, 12, 16, -52, -20]","[36, 4, -20, 44, -28, -28, 0, -24, 44]","[4, 8, 12, -13, -6, -3, 3, 15, -5]","[-7, 0, 1, -5, -6, 9, 11, 11, -7]","[8, 1, -5, -6, -7, -7, 0, -13, -5]","[-7, 0, 1, -13, -6, -3, 3, 11, -7]","[12, 5, -1, -2, -3, -3, 4, -9, -1]","[32, 4, -20, -24, -28, -28, 0, -52, -20]",error,"[8, 1, -5, -6, -7, 4, -7, 0, -13, -5]","[1, -5, -6, -7, -7, 0, -13, -5]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1288,"[-1, 4, 7, -6, -14, 5]","[-3, 2, 8, -2, -8, 7]","[3, 8, 11, -2, -10, 9]","[1, 6, 12, 2, -4, 11]","[-1, 4, 7, -6, -14]","[-3, 2, 8, -2, -8]","[4, -1, 4, 7, -6, -14, 5]","[4, -3, 2, 8, -2, -8, 7]","[-1.0, 0.25, 0.14285714285714285, -0.16666666666666666, -0.07142857142857142, 0.2]","[-0.3333333333333333, 0.5, 0.125, -0.5, -0.125, 0.14285714285714285]","[-4, 16, 28, -24, -56, 20]","[-12, 8, 32, -8, -32, 28]","[5, -14, 4, -1, -6, 7]","[8, -8, -3, 2, -2, 7]","[-3, 2, 7, -6, -14, 5]","[5, -14, -3, -1, -6, 7]","[1, 6, 11, -2, -10, 9]","[-12, 8, 28, -24, -56, 20]","[-1.0, 0.25, 0.125, -0.5, -0.125, 0.14285714285714285]","[4, -3, 2, 7, -6, -14, 5]","[-3, 2, 7, -6, -14]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1289,"[-7, 1, -2, -8, 1, -5, -4, -5, -1]","[-7, -6, 3, 1, -3, -2, 4, -4, -1]","[-3, 5, 2, -4, 5, -1, 0, -1, 3]","[-3, -2, 7, 5, 1, 2, 8, 0, 3]","[-7, -2, -8, 1, -5, -4, -5, -1]","[-7, 3, 1, -3, -2, 4, -4, -1]","[-7, 1, -2, -8, 1, 4, -5, -4, -5, -1]","[-7, -6, 3, 1, -3, 4, -2, 4, -4, -1]","[-0.14285714285714285, 1.0, -0.5, -0.125, 1.0, -0.2, -0.25, -0.2, -1.0]","[-0.14285714285714285, -0.16666666666666666, 0.3333333333333333, 1.0, -0.3333333333333333, -0.5, 0.25, -0.25, -1.0]","[-28, 4, -8, -32, 4, -20, -16, -20, -4]","[-28, -24, 12, 4, -12, -8, 16, -16, -4]","[-1, -8, -4, 1, 1, -5, -5, -7, -2]","[-1, -6, -3, 1, 4, -4, -2, 3, -7]","[-7, -6, -2, -8, -3, -5, -4, -5, -1]","[-1, -8, -4, 1, 1, -5, -5, -7, -7]","[-3, -2, 2, -4, 1, -1, 0, -1, 3]","[-28, -24, -8, -32, -12, -20, -16, -20, -4]","[-0.14285714285714285, -0.16666666666666666, -0.5, -0.125, -0.3333333333333333, -0.5, -0.25, -0.25, -1.0]","[-7, -6, -2, -8, -3, 4, -5, -4, -5, -1]","[-7, -2, -8, -3, -5, -4, -5, -1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1290,"[7, 8, -8, 13, 12]","[0, -1, 2, -6, 0]","[11, 12, -4, 17, 16]","[4, 3, 6, -2, 4]","[7, 8, -8, 13]","[0, -1, 2, -6]","[7, 8, -8, 4, 13, 12]","[0, -1, 2, 4, -6, 0]","[0.14285714285714285, 0.125, -0.125, 0.07692307692307693, 0.08333333333333333]","['ZeroDivisionError', -1.0, 0.5, -0.16666666666666666, 'ZeroDivisionError']","[28, 32, -32, 52, 48]","[0, -4, 8, -24, 0]","[8, 13, -8, 12, 7]","[-1, -6, 2, 0, 0]","[0, -1, -8, -6, 0]","[-1, -6, -8, 0, 0]","[4, 3, -4, -2, 4]","[0, -4, -32, -24, 0]",error,"[0, -1, -8, 4, -6, 0]","[0, -1, -8, -6]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
1291,"[-2, 7, -6, 1, 3, 11, -6, -9, -8, 4, 12, 4, 6]","[-8, -6, -5, 8, -3, 12, 6, -9, 11, 5, -6, 0, -4]","[2, 11, -2, 5, 7, 15, -2, -5, -4, 8, 16, 8, 10]","[-4, -2, -1, 12, 1, 16, 10, -5, 15, 9, -2, 4, 0]","[-2, 7, -6, 1, 11, -6, -9, -8, 4, 12, 4, 6]","[-8, -6, -5, 8, 12, 6, -9, 11, 5, -6, 0, -4]","[-2, 7, -6, 1, 4, 3, 11, -6, -9, -8, 4, 12, 4, 6]","[-8, -6, -5, 8, 4, -3, 12, 6, -9, 11, 5, -6, 0, -4]","[-0.5, 0.14285714285714285, -0.16666666666666666, 1.0, 0.3333333333333333, 0.09090909090909091, -0.16666666666666666, -0.1111111111111111, -0.125, 0.25, 0.08333333333333333, 0.25, 0.16666666666666666]","[-0.125, -0.16666666666666666, -0.2, 0.125, -0.3333333333333333, 0.08333333333333333, 0.16666666666666666, -0.1111111111111111, 0.09090909090909091, 0.2, -0.16666666666666666, 'ZeroDivisionError', -0.25]","[-8, 28, -24, 4, 12, 44, -24, -36, -32, 16, 48, 16, 24]","[-32, -24, -20, 32, -12, 48, 24, -36, 44, 20, -24, 0, -16]","[-2, 3, 7, -6, 1, 4, 11, -9, -6, 6, 4, 12, -8]","[0, -3, -8, 8, 12, -6, -4, 6, 11, -5, 5, -6, -9]","[-8, -6, -6, 1, -3, 11, -6, -9, -8, 4, -6, 0, -4]","[-2, -3, -8, -6, 1, -6, -4, -9, -6, -5, 4, -6, -9]","[-4, -2, -2, 5, 1, 15, -2, -5, -4, 8, -2, 4, 0]","[-32, -24, -24, 4, -12, 44, -24, -36, -32, 16, -24, 0, -16]",error,"[-8, -6, -6, 1, 4, -3, 11, -6, -9, -8, 4, -6, 0, -4]","[-8, -6, -6, 1, 11, -6, -9, -8, 4, -6, 0, -4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1292,"[2, -9, -9, 3, 6, -9, -7]","[2, -8, -3, 3, -12, -8, -10]","[6, -5, -5, 7, 10, -5, -3]","[6, -4, 1, 7, -8, -4, -6]","[2, -9, -9, 3, -9, -7]","[2, -8, -3, 3, -8, -10]","[2, -9, -9, 3, 6, -9, -7, 4]","[2, -8, -3, 3, -12, -8, -10, 4]","[0.5, -0.1111111111111111, -0.1111111111111111, 0.3333333333333333, 0.16666666666666666, -0.1111111111111111, -0.14285714285714285]","[0.5, -0.125, -0.3333333333333333, 0.3333333333333333, -0.08333333333333333, -0.125, -0.1]","[8, -36, -36, 12, 24, -36, -28]","[8, -32, -12, 12, -48, -32, -40]","[-9, -9, 2, -7, 6, -9, 3]","[-12, -3, 3, 2, -10, -8, -8]","[2, -9, -9, 3, -12, -9, -10]","[-12, -9, 2, -7, -10, -9, -8]","[6, -5, -5, 7, -8, -5, -6]","[8, -36, -36, 12, -48, -36, -40]","[0.5, -0.125, -0.3333333333333333, 0.3333333333333333, -0.08333333333333333, -0.125, -0.14285714285714285]","[2, -9, -9, 3, -12, -9, -10, 4]","[2, -9, -9, 3, -9, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1293,"[-6, -1, 3, 0, 3, -3, 10, 4, 12, 6, -2, -1]","[-5, 8, 1, 3, -4, -5, -1, 1, 11, 4, 11, -6]","[-2, 3, 7, 4, 7, 1, 14, 8, 16, 10, 2, 3]","[-1, 12, 5, 7, 0, -1, 3, 5, 15, 8, 15, -2]","[-6, -1, 3, 0, 3, -3, 10, 4, 12, -2, -1]","[-5, 8, 1, 3, -4, -5, -1, 1, 11, 11, -6]","[-6, -1, 3, 0, 3, -3, 10, 4, 4, 12, 6, -2, -1]","[-5, 8, 1, 3, -4, -5, -1, 4, 1, 11, 4, 11, -6]","[-0.16666666666666666, -1.0, 0.3333333333333333, 'ZeroDivisionError', 0.3333333333333333, -0.3333333333333333, 0.1, 0.25, 0.08333333333333333, 0.16666666666666666, -0.5, -1.0]","[-0.2, 0.125, 1.0, 0.3333333333333333, -0.25, -0.2, -1.0, 1.0, 0.09090909090909091, 0.25, 0.09090909090909091, -0.16666666666666666]","[-24, -4, 12, 0, 12, -12, 40, 16, 48, 24, -8, -4]","[-20, 32, 4, 12, -16, -20, -4, 4, 44, 16, 44, -24]","[-1, 10, 3, -6, 3, 0, -2, 4, -1, -3, 12, 6]","[-5, 3, 4, 8, 1, -1, 11, -6, -5, -4, 1, 11]","[-6, -1, 1, 0, -4, -5, -1, 1, 11, 4, -2, -6]","[-5, 3, 3, -6, 1, -1, -2, -6, -5, -4, 1, 6]","[-2, 3, 5, 4, 0, -1, 3, 5, 15, 8, 2, -2]","[-24, -4, 4, 0, -16, -20, -4, 4, 44, 16, -8, -24]",error,"[-6, -1, 1, 0, -4, -5, -1, 4, 1, 11, 4, -2, -6]","[-6, -1, 1, 0, -4, -5, -1, 1, 11, -2, -6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
1294,"[-10, -5, -1, -11, -2, -4, 1]","[2, -11, 3, 4, -9, -2, 1]","[-6, -1, 3, -7, 2, 0, 5]","[6, -7, 7, 8, -5, 2, 5]","[-10, -1, -11, -2, -4, 1]","[2, 3, 4, -9, -2, 1]","[-10, -5, -1, -11, -2, 4, -4, 1]","[2, -11, 3, 4, -9, 4, -2, 1]","[-0.1, -0.2, -1.0, -0.09090909090909091, -0.5, -0.25, 1.0]","[0.5, -0.09090909090909091, 0.3333333333333333, 0.25, -0.1111111111111111, -0.5, 1.0]","[-40, -20, -4, -44, -8, -16, 4]","[8, -44, 12, 16, -36, -8, 4]","[-10, -2, -11, -4, -1, 1, -5]","[2, 3, 1, -9, 4, -11, -2]","[-10, -11, -1, -11, -9, -4, 1]","[-10, -2, -11, -9, -1, -11, -5]","[-6, -7, 3, -7, -5, 0, 5]","[-40, -44, -4, -44, -36, -16, 4]","[-0.1, -0.2, -1.0, -0.09090909090909091, -0.5, -0.5, 1.0]","[-10, -11, -1, -11, -9, 4, -4, 1]","[-10, -1, -11, -9, -4, 1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1295,"[5, 11, -8, -10, -7, -1, -6, -10, 1, 7, 4, 9, 6]","[-2, 3, 3, -5, 3, -6, 10, -1, -5, 12, 2, -9, -6]","[9, 15, -4, -6, -3, 3, -2, -6, 5, 11, 8, 13, 10]","[2, 7, 7, -1, 7, -2, 14, 3, -1, 16, 6, -5, -2]","[5, 11, -8, -10, -7, -1, -6, 1, 7, 4, 9, 6]","[-2, 3, 3, -5, 3, -6, 10, -5, 12, 2, -9, -6]","[5, 11, -8, -10, -7, -1, 4, -6, -10, 1, 7, 4, 9, 6]","[-2, 3, 3, -5, 3, -6, 4, 10, -1, -5, 12, 2, -9, -6]","[0.2, 0.09090909090909091, -0.125, -0.1, -0.14285714285714285, -1.0, -0.16666666666666666, -0.1, 1.0, 0.14285714285714285, 0.25, 0.1111111111111111, 0.16666666666666666]","[-0.5, 0.3333333333333333, 0.3333333333333333, -0.2, 0.3333333333333333, -0.16666666666666666, 0.1, -1.0, -0.2, 0.08333333333333333, 0.5, -0.1111111111111111, -0.16666666666666666]","[20, 44, -32, -40, -28, -4, -24, -40, 4, 28, 16, 36, 24]","[-8, 12, 12, -20, 12, -24, 40, -4, -20, 48, 8, -36, -24]","[-7, 9, -10, 1, -10, 4, 7, 6, 11, -1, -8, -6, 5]","[-1, 3, -6, -6, -5, 2, -2, 3, 12, 3, 10, -9, -5]","[-2, 3, -8, -10, -7, -6, -6, -10, -5, 7, 2, -9, -6]","[-7, 3, -10, -6, -10, 2, -2, 3, 11, -1, -8, -9, -5]","[2, 7, -4, -6, -3, -2, -2, -6, -1, 11, 6, -5, -2]","[-8, 12, -32, -40, -28, -24, -24, -40, -20, 28, 8, -36, -24]","[-0.5, 0.09090909090909091, -0.125, -0.2, -0.14285714285714285, -1.0, -0.16666666666666666, -1.0, -0.2, 0.08333333333333333, 0.25, -0.1111111111111111, -0.16666666666666666]","[-2, 3, -8, -10, -7, -6, 4, -6, -10, -5, 7, 2, -9, -6]","[-2, 3, -8, -10, -7, -6, -6, -5, 7, 2, -9, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
1296,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],[4],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
