,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
975,"[-4, 17, 16, 4, 8, -20, 7, -7]","[-5, 4, 6, 6, 9, -9, -6, -6]","[4, 25, 24, 12, 16, -12, 15, 1]","[-1, 8, 10, 10, 13, -5, -2, -2]","[-4, 17, 16, 4, 8, -20, 7]","[-5, 4, 6, 6, 9, -9, -6]","[-4, 17, 16, 8, 4, 8, -20, 7, -7]","[-5, 4, 6, 4, 6, 9, -9, -6, -6]","[0.8, 0.3269230769230769, 0.26666666666666666, -0.33333333333333337, -0.8888888888888888, -0.20202020202020202, -0.08974358974358973, -1.1666666666666667]","[-0.2, 0.25, 0.16666666666666666, 0.16666666666666666, 0.1111111111111111, -0.1111111111111111, -0.16666666666666666, -0.16666666666666666]","[-16, 68, 64, 16, 32, -80, 28, -28]","[-20, 16, 24, 24, 36, -36, -24, -24]","[-8, -8, 5, -2, 5, 19, 17, -7]","[-6, -9, -5, 9, 6, 6, 4, -6]","[-4, 17, 16, 4, 8, -20, 7, -7]","[-8, -8, 5, -2, 5, 19, 17, -7]","[4, 25, 24, 12, 16, -12, 15, 1]","[-16, 68, 64, 16, 32, -80, 28, -28]","[0.8, 0.3269230769230769, 0.26666666666666666, -0.33333333333333337, -0.8888888888888888, -0.20202020202020202, -0.08974358974358973, -1.1666666666666667]","[-4, 17, 16, 8, 4, 8, -20, 7, -7]","[-4, 17, 16, 4, 8, -20, 7]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
976,"[-2, -5, -9, -3, 1, -7, -5, -3, -5, 6]","[1, 0, -5, 2, 2, -2, -6, 4, 2, 2]","[6, 3, -1, 5, 9, 1, 3, 5, 3, 14]","[5, 4, -1, 6, 6, 2, -2, 8, 6, 6]","[-2, -5, -9, -3, 1, -7, -5, -5, 6]","[1, 0, -5, 2, 2, -2, -6, 2, 2]","[-2, -5, -9, 8, -3, 1, -7, -5, -3, -5, 6]","[1, 0, -5, 4, 2, 2, -2, -6, 4, 2, 2]","[0.6666666666666667, -0.2, -0.25, -0.2, -1.0, -0.2, 1.0, -0.14285714285714285, -0.14285714285714285, 0.25]","[1.0, 'ZeroDivisionError', -0.2, 0.5, 0.5, -0.5, -0.16666666666666666, 0.25, 0.5, 0.5]","[-8, -20, -36, -12, 4, -28, -20, -12, -20, 24]","[4, 0, -20, 8, 8, -8, -24, 16, 8, 8]","[-3, -10, -1, -3, -13, -5, 1, -1, 6, -3]","[1, -5, 4, 2, -6, 2, 0, 2, 2, -2]","[-2, -5, -9, -3, 1, -7, -5, -3, -5, 6]","[-3, -10, -1, -3, -13, -5, 1, -1, 6, -3]","[6, 3, -1, 5, 9, 1, 3, 5, 3, 14]","[-8, -20, -36, -12, 4, -28, -20, -12, -20, 24]",error,"[-2, -5, -9, 8, -3, 1, -7, -5, -3, -5, 6]","[-2, -5, -9, -3, 1, -7, -5, -5, 6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
977,"[1, 1, 15, 1, -10, 3, -3, 12, -6]","[-10, 10, 10, 9, -5, -4, 8, 8, -1]","[9, 9, 23, 9, -2, 11, 5, 20, 2]","[-6, 14, 14, 13, -1, 0, 12, 12, 3]","[1, 1, 15, -10, 3, -3, 12, -6]","[-10, 10, 10, -5, -4, 8, 8, -1]","[1, 1, 15, 1, -10, 3, -3, 8, 12, -6]","[-10, 10, 10, 9, -5, -4, 8, 4, 8, -1]","[-0.009090909090909094, -0.0111111111111111, 0.30000000000000004, -0.013888888888888895, -0.4, -0.10714285714285715, 0.03409090909090909, 0.375, -1.2]","[-0.1, 0.1, 0.1, 0.1111111111111111, -0.2, -0.25, 0.125, 0.125, -1.0]","[4, 4, 60, 4, -40, 12, -12, 48, -24]","[-40, 40, 40, 36, -20, -16, 32, 32, -4]","[13, 2, -2, -1, 3, -10, 1, 3, 5]","[8, 10, 9, 8, -4, -5, -10, -1, 10]","[1, 1, 15, 1, -10, 3, -3, 12, -6]","[13, 2, -2, -1, 3, -10, 1, 3, 5]","[9, 9, 23, 9, -2, 11, 5, 20, 2]","[4, 4, 60, 4, -40, 12, -12, 48, -24]","[-0.009090909090909094, -0.0111111111111111, 0.30000000000000004, -0.013888888888888895, -0.4, -0.10714285714285715, 0.03409090909090909, 0.375, -1.2]","[1, 1, 15, 1, -10, 3, -3, 8, 12, -6]","[1, 1, 15, -10, 3, -3, 12, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
978,"[-26, 9, -3, -29, 0]","[-8, 10, -4, -17, 12]","[-18, 17, 5, -21, 8]","[-4, 14, 0, -13, 16]","[-26, -3, -29, 0]","[-8, -4, -17, 12]","[-26, 9, -3, -29, 8, 0]","[-8, 10, -4, -17, 4, 12]","[-0.18055555555555555, -0.9, 0.75, -0.14215686274509803, 0.0]","[-0.125, 0.1, -0.25, -0.058823529411764705, 0.08333333333333333]","[-104, 36, -12, -116, 0]","[-32, 40, -16, -68, 48]","[-8, -18, 13, -16, -20]","[10, -17, 12, -4, -8]","[-26, 9, -3, -29, 0]","[-8, -18, 13, -16, -20]","[-18, 17, 5, -21, 8]","[-104, 36, -12, -116, 0]","[-0.18055555555555555, -0.9, 0.75, -0.14215686274509803, 0.0]","[-26, 9, -3, -29, 8, 0]","[-26, -3, -29, 0]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
979,"[-2, 3, 10, 6, 7, 22, -9, -3, 10, 3, 11, 1, 11, 10]","[0, 9, -1, 0, -4, 10, -5, 3, -1, 5, 8, 5, 0, 4]","[6, 11, 18, 14, 15, 30, -1, 5, 18, 11, 19, 9, 19, 18]","[4, 13, 3, 4, 0, 14, -1, 7, 3, 9, 12, 9, 4, 8]","[-2, 3, 10, 6, 7, 22, -9, -3, 10, 3, 11, 11, 10]","[0, 9, -1, 0, -4, 10, -5, 3, -1, 5, 8, 0, 4]","[-2, 3, 10, 6, 7, 22, -9, -3, 10, 3, 11, 1, 8, 11, 10]","[0, 9, -1, 0, -4, 10, -5, 3, -1, 5, 8, 5, 4, 0, 4]","[-0.5, -0.16666666666666666, 0.09090909090909091, 0.16666666666666666, 0.09090909090909091, 0.08333333333333333, -0.25, -0.16666666666666666, 0.09090909090909091, -0.5, 0.3333333333333333, -0.25, 0.09090909090909091, 0.16666666666666666]","['ZeroDivisionError', 0.1111111111111111, -1.0, 'ZeroDivisionError', -0.25, 0.1, -0.2, 0.3333333333333333, -1.0, 0.2, 0.125, 0.2, 'ZeroDivisionError', 0.25]","[-8, 12, 40, 24, 28, 88, -36, -12, 40, 12, 44, 4, 44, 40]","[0, 36, -4, 0, -16, 40, -20, 12, -4, 20, 32, 20, 0, 16]","[2, 5, -6, 11, 3, 5, 20, -3, 16, -4, 6, -1, 6, 20]","[4, -1, -4, 0, 0, -1, 9, 3, 5, 0, -5, 5, 10, 8]","[-2, 3, 10, 6, 7, 22, -9, -3, 10, 3, 11, 1, 11, 10]","[2, 5, -6, 11, 3, 5, 20, -3, 16, -4, 6, -1, 6, 20]","[6, 11, 18, 14, 15, 30, -1, 5, 18, 11, 19, 9, 19, 18]","[-8, 12, 40, 24, 28, 88, -36, -12, 40, 12, 44, 4, 44, 40]",error,"[-2, 3, 10, 6, 7, 22, -9, -3, 10, 3, 11, 1, 8, 11, 10]","[-2, 3, 10, 6, 7, 22, -9, -3, 10, 3, 11, 11, 10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
980,"[-3, -10, 0, -19, -21, -31, -6, 19, 1, -18]","[-13, 1, -4, -1, -13, -16, 3, 10, -9, 0]","[5, -2, 8, -11, -13, -23, 2, 27, 9, -10]","[-9, 5, 0, 3, -9, -12, 7, 14, -5, 4]","[-3, -10, 0, -21, -31, -6, 19, 1, -18]","[-13, 1, -4, -13, -16, 3, 10, -9, 0]","[-3, 8, -10, 0, -19, -21, -31, -6, 19, 1, -18]","[-13, 4, 1, -4, -1, -13, -16, 3, 10, -9, 0]","[0.023076923076923078, 0.9090909090909091, 0.0, -1.0555555555555556, -0.20192307692307693, -0.12916666666666665, 0.2222222222222222, 0.2111111111111111, -0.0111111111111111, -0.05555555555555555]","[-0.07692307692307693, 1.0, -0.25, -1.0, -0.07692307692307693, -0.0625, 0.3333333333333333, 0.1, -0.1111111111111111, 'ZeroDivisionError']","[-12, -40, 0, -76, -84, -124, -24, 76, 4, -72]","[-52, 4, -16, -4, -52, -64, 12, 40, -36, 0]","[9, -31, 1, -5, -22, -10, 12, -24, -22, 4]","[-1, -13, -9, 10, -4, 1, 3, -16, -13, 0]","[-3, -10, 0, -19, -21, -31, -6, 19, 1, -18]","[9, -31, 1, -5, -22, -10, 12, -24, -22, 4]","[5, -2, 8, -11, -13, -23, 2, 27, 9, -10]","[-12, -40, 0, -76, -84, -124, -24, 76, 4, -72]",error,"[-3, 8, -10, 0, -19, -21, -31, -6, 19, 1, -18]","[-3, -10, 0, -21, -31, -6, 19, 1, -18]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
981,"[-5, -5, -7, -1, -18, -4, -9, -4, -8, -2, -1, -11, -6, -11]","[-11, -10, -6, 6, -10, -6, -1, -10, 1, -5, 6, -9, -4, -9]","[3, 3, 1, 7, -10, 4, -1, 4, 0, 6, 7, -3, 2, -3]","[-7, -6, -2, 10, -6, -2, 3, -6, 5, -1, 10, -5, 0, -5]","[-5, -5, -7, -1, -18, -4, -9, -4, -8, -2, -1, -11, -6]","[-11, -10, -6, 6, -10, -6, -1, -10, 1, -5, 6, -9, -4]","[-5, -5, -7, -1, -18, -4, -9, -4, -8, 8, -2, -1, -11, -6, -11]","[-11, -10, -6, 6, -10, -6, -1, -10, 1, 4, -5, 6, -9, -4, -9]","[0.07575757575757575, 0.1, -1.1666666666666667, 0.023809523809523808, -0.225, 0.33333333333333337, -1.125, 0.06666666666666665, 0.8888888888888888, 0.1333333333333333, 0.023809523809523808, -0.6111111111111112, -0.75, -0.6111111111111112]","[-0.09090909090909091, -0.1, -0.16666666666666666, 0.16666666666666666, -0.1, -0.16666666666666666, -1.0, -0.1, 1.0, -0.2, 0.16666666666666666, -0.1111111111111111, -0.25, -0.1111111111111111]","[-20, -20, -28, -4, -72, -16, -36, -16, -32, -8, -4, -44, -24, -44]","[-44, -40, -24, 24, -40, -24, -4, -40, 4, -20, 24, -36, -16, -36]","[-11, -2, 0, -5, -3, 12, -11, -12, -13, -18, -15, -3, -7, -4]","[-4, 6, 1, -10, -6, 6, -9, -10, -5, -11, -6, -1, -9, -10]","[-5, -5, -7, -1, -18, -4, -9, -4, -8, -2, -1, -11, -6, -11]","[-11, -2, 0, -5, -3, 12, -11, -12, -13, -18, -15, -3, -7, -4]","[3, 3, 1, 7, -10, 4, -1, 4, 0, 6, 7, -3, 2, -3]","[-20, -20, -28, -4, -72, -16, -36, -16, -32, -8, -4, -44, -24, -44]","[0.07575757575757575, 0.1, -1.1666666666666667, 0.023809523809523808, -0.225, 0.33333333333333337, -1.125, 0.06666666666666665, 0.8888888888888888, 0.1333333333333333, 0.023809523809523808, -0.6111111111111112, -0.75, -0.6111111111111112]","[-5, -5, -7, -1, -18, -4, -9, -4, -8, 8, -2, -1, -11, -6, -11]","[-5, -5, -7, -1, -18, -4, -9, -4, -8, -2, -1, -11, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
982,"[12, -9, -21, 5, -15, -19, -14, 6]","[7, -12, -7, 0, -1, -14, -13, 0]","[20, -1, -13, 13, -7, -11, -6, 14]","[11, -8, -3, 4, 3, -10, -9, 4]","[12, -9, -21, -15, -19, -14, 6]","[7, -12, -7, -1, -14, -13, 0]","[12, -9, 8, -21, 5, -15, -19, -14, 6]","[7, -12, 4, -7, 0, -1, -14, -13, 0]","[0.34285714285714286, 0.25, -0.21428571428571427, 0.2, -0.07142857142857142, -0.2, -1.0, 0.16666666666666666]","[0.14285714285714285, -0.08333333333333333, -0.14285714285714285, 'ZeroDivisionError', -1.0, -0.07142857142857142, -0.07692307692307693, 'ZeroDivisionError']","[48, -36, -84, 20, -60, -76, -56, 24]","[28, -48, -28, 0, -4, -56, -52, 0]","[-9, -27, -2, 6, -4, -5, -26, 12]","[-14, -13, -1, 0, -7, 0, -12, 7]","[12, -9, -21, 5, -15, -19, -14, 6]","[-9, -27, -2, 6, -4, -5, -26, 12]","[20, -1, -13, 13, -7, -11, -6, 14]","[48, -36, -84, 20, -60, -76, -56, 24]",error,"[12, -9, 8, -21, 5, -15, -19, -14, 6]","[12, -9, -21, -15, -19, -14, 6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
983,"[-4, 13, -12, 6, 1, 3, -4, 12, 0]","[-1, 3, -6, -4, 3, 0, -6, 5, -4]","[4, 21, -4, 14, 9, 11, 4, 20, 8]","[3, 7, -2, 0, 7, 4, -2, 9, 0]","[-4, 13, 6, 1, 3, -4, 12, 0]","[-1, 3, -4, 3, 0, -6, 5, -4]","[-4, 13, -12, 6, 8, 1, 3, -4, 12, 0]","[-1, 3, -6, -4, 4, 3, 0, -6, 5, -4]","[-1.3333333333333333, 0.43333333333333335, -0.3333333333333333, -0.15, -0.16666666666666669, 0.3333333333333333, 0.5, 0.14285714285714285, 0.25]","[-1.0, 0.3333333333333333, -0.16666666666666666, -0.25, 0.3333333333333333, 'ZeroDivisionError', -0.16666666666666666, 0.2, -0.25]","[-16, 52, -48, 24, 4, 12, -16, 48, 0]","[-4, 12, -24, -16, 12, 0, -24, 20, -16]","[3, 6, 3, 1, -7, -4, 10, 15, -12]","[-1, -4, 0, 3, -4, -6, 3, 5, -6]","[-4, 13, -12, 6, 1, 3, -4, 12, 0]","[3, 6, 3, 1, -7, -4, 10, 15, -12]","[4, 21, -4, 14, 9, 11, 4, 20, 8]","[-16, 52, -48, 24, 4, 12, -16, 48, 0]",error,"[-4, 13, -12, 6, 8, 1, 3, -4, 12, 0]","[-4, 13, 6, 1, 3, -4, 12, 0]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
984,"[-2, 1, -4, -7, -10]","[5, -4, -1, -3, -6]","[6, 9, 4, 1, -2]","[9, 0, 3, 1, -2]","[-2, 1, -7, -10]","[5, -4, -3, -6]","[-2, 8, 1, -4, -7, -10]","[5, 4, -4, -1, -3, -6]","[0.05714285714285716, -0.04999999999999999, -1.3333333333333333, -0.5833333333333333, -0.41666666666666663]","[0.2, -0.25, -1.0, -0.3333333333333333, -0.16666666666666666]","[-8, 4, -16, -28, -40]","[20, -16, -4, -12, -24]","[4, -10, -2, -8, -6]","[-1, -6, 5, -4, -3]","[-2, 1, -4, -7, -10]","[4, -10, -2, -8, -6]","[6, 9, 4, 1, -2]","[-8, 4, -16, -28, -40]","[0.05714285714285716, -0.04999999999999999, -1.3333333333333333, -0.5833333333333333, -0.41666666666666663]","[-2, 8, 1, -4, -7, -10]","[-2, 1, -7, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
985,"[-11, 7, 16, -7, 1, 21, 10, 4, 11, 11, -5, 10]","[-6, -4, 2, -6, -4, 9, 6, 2, 2, 1, -4, 14]","[-3, 15, 24, 1, 9, 29, 18, 12, 19, 19, 3, 18]","[-2, 0, 6, -2, 0, 13, 10, 6, 6, 5, 0, 18]","[-11, 7, 16, -7, 1, 21, 10, 4, 11, 11, 10]","[-6, -4, 2, -6, -4, 9, 6, 2, 2, 1, 14]","[-11, 7, 16, -7, 1, 21, 10, 4, 11, 11, 8, -5, 10]","[-6, -4, 2, -6, -4, 9, 6, 2, 2, 1, 4, -4, 14]","[-0.3666666666666667, -0.1590909090909091, 0.5714285714285714, -1.1666666666666667, -0.04999999999999999, 0.19444444444444442, 0.41666666666666663, 1.0, 0.6111111111111112, 1.1, -1.25, -0.17857142857142858]","[-0.16666666666666666, -0.25, 0.5, -0.16666666666666666, -0.25, 0.1111111111111111, 0.16666666666666666, 0.5, 0.5, 1.0, -0.25, 0.07142857142857142]","[-44, 28, 64, -28, 4, 84, 40, 16, 44, 44, -20, 40]","[-24, -16, 8, -24, -16, 36, 24, 8, 8, 4, -16, 56]","[6, 14, 6, 8, 1, -2, 7, 13, 11, 8, -7, 3]","[2, 9, -4, -6, 6, 2, -4, 14, 2, -4, -6, 1]","[-11, 7, 16, -7, 1, 21, 10, 4, 11, 11, -5, 10]","[6, 14, 6, 8, 1, -2, 7, 13, 11, 8, -7, 3]","[-3, 15, 24, 1, 9, 29, 18, 12, 19, 19, 3, 18]","[-44, 28, 64, -28, 4, 84, 40, 16, 44, 44, -20, 40]","[-0.3666666666666667, -0.1590909090909091, 0.5714285714285714, -1.1666666666666667, -0.04999999999999999, 0.19444444444444442, 0.41666666666666663, 1.0, 0.6111111111111112, 1.1, -1.25, -0.17857142857142858]","[-11, 7, 16, -7, 1, 21, 10, 4, 11, 11, 8, -5, 10]","[-11, 7, 16, -7, 1, 21, 10, 4, 11, 11, 10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
986,"[-19, 1, 7, -7, 6, -6]","[-10, 0, 5, -4, 4, -2]","[-11, 9, 15, 1, 14, 2]","[-6, 4, 9, 0, 8, 2]","[-19, 1, -7, 6, -6]","[-10, 0, -4, 4, -2]","[-19, 1, 7, -7, 6, -6, 8]","[-10, 0, 5, -4, 4, -2, 4]","[-0.2111111111111111, 1.0, 0.5, -0.3333333333333333, 0.5, -0.25]","[-0.1, 'ZeroDivisionError', 0.2, -0.25, 0.25, -0.5]","[-76, 4, 28, -28, 24, -24]","[-40, 0, 20, -16, 16, -8]","[1, 7, -3, -6, -9, -8]","[4, 5, -4, -2, 0, -10]","[-19, 1, 7, -7, 6, -6]","[1, 7, -3, -6, -9, -8]","[-11, 9, 15, 1, 14, 2]","[-76, 4, 28, -28, 24, -24]",error,"[-19, 1, 7, -7, 6, -6, 8]","[-19, 1, -7, 6, -6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
987,"[4, -5]","[-1, 2]","[12, 3]","[3, 6]",[4],[-1],"[4, 8, -5]","[-1, 4, 2]","[-0.8, 0.35714285714285715]","[-1.0, 0.5]","[16, -20]","[-4, 8]","[-5, 4]","[2, -1]","[4, -5]","[-5, 4]","[12, 3]","[16, -20]","[-0.8, 0.35714285714285715]","[4, 8, -5]",[4],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
988,"[1, -5, -3, 3, -5, -3, 1, 17, -12, 5, -4]","[3, -2, -3, 12, 6, -7, 7, 10, 2, -7, -1]","[9, 3, 5, 11, 3, 5, 9, 25, -4, 13, 4]","[7, 2, 1, 16, 10, -3, 11, 14, 6, -3, 3]","[1, -5, -3, 3, -5, -3, 17, -12, 5, -4]","[3, -2, -3, 12, 6, -7, 10, 2, -7, -1]","[8, 1, -5, -3, 3, -5, -3, 1, 17, -12, 5, -4]","[4, 3, -2, -3, 12, 6, -7, 7, 10, 2, -7, -1]","[-0.16666666666666669, -0.8333333333333333, 'ZeroDivisionError', -0.1111111111111111, -0.09090909090909091, 0.25, -0.16666666666666666, 0.14285714285714285, -0.07142857142857142, 0.08333333333333333, -0.3333333333333333]","[0.3333333333333333, -0.5, -0.3333333333333333, 0.08333333333333333, 0.16666666666666666, -0.14285714285714285, 0.14285714285714285, 0.1, 0.5, -0.14285714285714285, -1.0]","[4, -20, -12, 12, -20, -12, 4, 68, -48, 20, -16]","[12, -8, -12, 48, 24, -28, 28, 40, 8, -28, -4]","[-2, 9, -13, -2, 9, -9, 14, 0, -12, 18, -17]","[-2, 12, -7, 7, 2, -7, 10, 3, -1, 6, -3]","[1, -5, -3, 3, -5, -3, 1, 17, -12, 5, -4]","[-2, 9, -13, -2, 9, -9, 14, 0, -12, 18, -17]","[9, 3, 5, 11, 3, 5, 9, 25, -4, 13, 4]","[4, -20, -12, 12, -20, -12, 4, 68, -48, 20, -16]",error,"[8, 1, -5, -3, 3, -5, -3, 1, 17, -12, 5, -4]","[1, -5, -3, 3, -5, -3, 17, -12, 5, -4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
989,"[-7, 6, -30, -14, -26, -4, -18, -18, -12, -27, -4, -7]","[0, 5, -17, 4, -16, 7, 0, -2, -4, -9, -9, 4]","[1, 14, -22, -6, -18, 4, -10, -10, -4, -19, 4, 1]","[4, 9, -13, 8, -12, 11, 4, 2, 0, -5, -5, 8]","[-7, 6, -30, -14, -26, -4, -18, -12, -27, -4, -7]","[0, 5, -17, 4, -16, 7, 0, -4, -9, -9, 4]","[-7, 6, 8, -30, -14, -26, -4, -18, -18, -12, -27, -4, -7]","[0, 5, 4, -17, 4, -16, 7, 0, -2, -4, -9, -9, 4]","[-0.14285714285714285, 1.0, -0.07692307692307693, -0.05555555555555555, -0.1, -0.09090909090909091, -0.05555555555555555, -0.0625, -0.125, -0.05555555555555555, 0.2, -0.09090909090909091]","['ZeroDivisionError', 0.2, -0.058823529411764705, 0.25, -0.0625, 0.14285714285714285, 'ZeroDivisionError', -0.5, -0.25, -0.1111111111111111, -0.1111111111111111, 0.25]","[-28, 24, -120, -56, -104, -16, -72, -72, -48, -108, -16, -28]","[0, 20, -68, 16, -64, 28, 0, -8, -16, -36, -36, 16]","[-35, -7, -2, -8, -11, -34, 9, -11, -22, -3, -25, -12]","[-17, 4, 5, 0, 0, -16, 4, 7, -9, -4, -9, -2]","[-7, 6, -30, -14, -26, -4, -18, -18, -12, -27, -4, -7]","[-35, -7, -2, -8, -11, -34, 9, -11, -22, -3, -25, -12]","[1, 14, -22, -6, -18, 4, -10, -10, -4, -19, 4, 1]","[-28, 24, -120, -56, -104, -16, -72, -72, -48, -108, -16, -28]",error,"[-7, 6, 8, -30, -14, -26, -4, -18, -18, -12, -27, -4, -7]","[-7, 6, -30, -14, -26, -4, -18, -12, -27, -4, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
990,"[0, -9]","[-7, 1]","[8, -1]","[-3, 5]",[0],[-7],"[0, 8, -9]","[-7, 4, 1]","[0.0, 0.9]","[-0.14285714285714285, 1.0]","[0, -36]","[-28, 4]","[-17, 8]","[-7, 1]","[0, -9]","[-17, 8]","[8, -1]","[0, -36]","[0.0, 0.9]","[0, 8, -9]",[0],Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
991,"[25, 3, -25, -6]","[13, 5, -9, -2]","[33, 11, -17, 2]","[17, 9, -5, 2]","[3, -25, -6]","[5, -9, -2]","[25, 3, 8, -25, -6]","[13, 5, 4, -9, -2]","[0.16025641025641024, -0.3, -0.1736111111111111, -0.75]","[0.07692307692307693, 0.2, -0.1111111111111111, -0.5]","[100, 12, -100, -24]","[52, 20, -36, -8]","[1, 3, -4, -3]","[5, -9, -2, 13]","[25, 3, -25, -6]","[1, 3, -4, -3]","[33, 11, -17, 2]","[100, 12, -100, -24]","[0.16025641025641024, -0.3, -0.1736111111111111, -0.75]","[25, 3, 8, -25, -6]","[3, -25, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
992,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
993,"[-5, -2, 4, -7, -9, -6]","[-5, -2, 0, 2, -7, -3]","[3, 6, 12, 1, -1, 2]","[-1, 2, 4, 6, -3, 1]","[-5, -2, 4, -9, -6]","[-5, -2, 0, -7, -3]","[-5, -2, 8, 4, -7, -9, -6]","[-5, -2, 4, 0, 2, -7, -3]","['ZeroDivisionError', 'ZeroDivisionError', 0.25, -0.1111111111111111, -0.5, -0.3333333333333333]","[-0.2, -0.5, 'ZeroDivisionError', 0.5, -0.14285714285714285, -0.3333333333333333]","[-20, -8, 16, -28, -36, -24]","[-20, -8, 0, 8, -28, -12]","[-5, -7, -2, 4, -7, -8]","[-3, 2, -2, 0, -7, -5]","[-5, -2, 4, -7, -9, -6]","[-5, -7, -2, 4, -7, -8]","[3, 6, 12, 1, -1, 2]","[-20, -8, 16, -28, -36, -24]",error,"[-5, -2, 8, 4, -7, -9, -6]","[-5, -2, 4, -9, -6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
994,"[-17, -20, 4, 3, -9, 12, -15, -3, 11, -31, 11]","[-3, -16, 7, -1, -7, 9, -10, -2, 13, -14, 12]","[-9, -12, 12, 11, -1, 20, -7, 5, 19, -23, 19]","[1, -12, 11, 3, -3, 13, -6, 2, 17, -10, 16]","[-17, -20, 4, 3, -9, 12, -15, -3, 11, -31]","[-3, -16, 7, -1, -7, 9, -10, -2, 13, -14]","[-17, -20, 4, 3, -9, 12, -15, -3, 11, 8, -31, 11]","[-3, -16, 7, -1, -7, 9, -10, -2, 13, 4, -14, 12]","[-0.40476190476190477, -0.3125, -0.19047619047619047, -0.75, -0.6428571428571428, 0.4444444444444444, -0.30000000000000004, -1.5, -0.4230769230769231, -0.13025210084033612, -0.9166666666666666]","[-0.3333333333333333, -0.0625, 0.14285714285714285, -1.0, -0.14285714285714285, 0.1111111111111111, -0.1, -0.5, 0.07692307692307693, -0.07142857142857142, 0.08333333333333333]","[-68, -80, 16, 12, -36, 48, -60, -12, 44, -124, 44]","[-12, -64, 28, -4, -28, 36, -40, -8, 52, -56, 48]","[-21, 11, -19, 17, -19, -5, 12, -4, -20, 6, -12]","[-7, 12, -14, 13, -2, -3, 9, -1, -16, 7, -10]","[-17, -20, 4, 3, -9, 12, -15, -3, 11, -31, 11]","[-21, 11, -19, 17, -19, -5, 12, -4, -20, 6, -12]","[-9, -12, 12, 11, -1, 20, -7, 5, 19, -23, 19]","[-68, -80, 16, 12, -36, 48, -60, -12, 44, -124, 44]","[-0.40476190476190477, -0.3125, -0.19047619047619047, -0.75, -0.6428571428571428, 0.4444444444444444, -0.30000000000000004, -1.5, -0.4230769230769231, -0.13025210084033612, -0.9166666666666666]","[-17, -20, 4, 3, -9, 12, -15, -3, 11, 8, -31, 11]","[-17, -20, 4, 3, -9, 12, -15, -3, 11, -31]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
