antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
['has_duplicates'],['vs_str_Violate'],0.4,0.6363636363636364,0.2727272727272727,0.6818181818181818,1.0714285714285714,0.018181818181818132,1.1428571428571428,0.11111111111111083
['weigth_of_list_wp'],['vs_str_Violate'],0.34545454545454546,0.6363636363636364,0.32727272727272727,0.9473684210526315,1.4887218045112782,0.10743801652892562,6.909090909090902,0.5015432098765432
['more_positive_or_negative_e'],['vs_str_Violate'],0.32727272727272727,0.6363636363636364,0.21818181818181817,0.6666666666666666,1.0476190476190477,0.009917355371900832,1.0909090909090908,0.06756756756756761
['more_positive_or_negative_p'],['vs_str_Violate'],0.3090909090909091,0.6363636363636364,0.21818181818181817,0.7058823529411764,1.1092436974789914,0.021487603305785113,1.236363636363636,0.14254385964912275
"['has_zeros', 'has_duplicates']",['vs_str_Violate'],0.16363636363636364,0.6363636363636364,0.10909090909090909,0.6666666666666666,1.0476190476190477,0.004958677685950416,1.0909090909090908,0.054347826086956555
['weigth_of_list_we'],['vs_str_Violate'],0.14545454545454545,0.6363636363636364,0.10909090909090909,0.75,1.1785714285714286,0.01652892561983471,1.4545454545454546,0.17730496453900713
"['has_zeros', 'weigth_of_list_wp']",['vs_str_Violate'],0.14545454545454545,0.6363636363636364,0.14545454545454545,1.0,1.5714285714285714,0.05289256198347107,inf,0.425531914893617
"['has_duplicates', 'more_positive_or_negative_p']",['vs_str_Violate'],0.14545454545454545,0.6363636363636364,0.10909090909090909,0.75,1.1785714285714286,0.01652892561983471,1.4545454545454546,0.17730496453900713
"['weigth_of_list_wp', 'more_positive_or_negative_p']",['vs_str_Violate'],0.14545454545454545,0.6363636363636364,0.12727272727272726,0.875,1.375,0.034710743801652885,2.909090909090909,0.3191489361702127
"['has_duplicates', 'weigth_of_list_wp']",['vs_str_Violate'],0.12727272727272726,0.6363636363636364,0.12727272727272726,1.0,1.5714285714285714,0.04628099173553718,inf,0.4166666666666666
"['weigth_of_list_wp', 'is_sorted']",['vs_str_Violate'],0.12727272727272726,0.6363636363636364,0.10909090909090909,0.8571428571428572,1.3469387755102042,0.028099173553719006,2.5454545454545467,0.29513888888888884
"['weigth_of_list_wp', 'more_positive_or_negative_e']",['vs_str_Violate'],0.10909090909090909,0.6363636363636364,0.10909090909090909,1.0,1.5714285714285714,0.0396694214876033,inf,0.40816326530612246
