antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'vs_str_error'}),frozenset({'has_zeros'}),1.0,0.8421052631578947,0.8421052631578947,0.8421052631578947,1.0,0.0,1.0,0.0
frozenset({'has_zeros'}),"frozenset({'vs_str_error', 'weigth_of_list_wp'})",0.8421052631578947,0.47368421052631576,0.42105263157894735,0.5,1.0555555555555556,0.02216066481994461,1.0526315789473686,0.3333333333333334
frozenset({'has_zeros'}),frozenset({'vs_str_error'}),0.8421052631578947,1.0,0.8421052631578947,1.0,1.0,0.0,inf,0.0
"frozenset({'vs_str_error', 'has_zeros'})",frozenset({'weigth_of_list_wp'}),0.8421052631578947,0.47368421052631576,0.42105263157894735,0.5,1.0555555555555556,0.02216066481994461,1.0526315789473686,0.3333333333333334
frozenset({'weigth_of_list_wp'}),"frozenset({'vs_str_error', 'has_zeros'})",0.47368421052631576,0.8421052631578947,0.42105263157894735,0.8888888888888888,1.0555555555555556,0.02216066481994461,1.4210526315789471,0.10000000000000003
"frozenset({'vs_str_error', 'weigth_of_list_wp'})",frozenset({'has_zeros'}),0.47368421052631576,0.8421052631578947,0.42105263157894735,0.8888888888888888,1.0555555555555556,0.02216066481994461,1.4210526315789471,0.10000000000000003
frozenset({'weigth_of_list_wp'}),frozenset({'vs_str_error'}),0.47368421052631576,1.0,0.47368421052631576,1.0,1.0,0.0,inf,0.0
frozenset({'weigth_of_list_wn'}),"frozenset({'vs_str_error', 'has_zeros'})",0.42105263157894735,0.8421052631578947,0.3684210526315789,0.875,1.0390625,0.013850415512465408,1.2631578947368425,0.0649350649350651
"frozenset({'has_zeros', 'weigth_of_list_wp'})",frozenset({'vs_str_error'}),0.42105263157894735,1.0,0.42105263157894735,1.0,1.0,0.0,inf,0.0
"frozenset({'vs_str_error', 'weigth_of_list_wn'})",frozenset({'more_positive_or_negative_n'}),0.42105263157894735,0.3157894736842105,0.21052631578947367,0.5,1.5833333333333335,0.0775623268698061,1.368421052631579,0.6363636363636365
frozenset({'weigth_of_list_wn'}),"frozenset({'vs_str_error', 'more_positive_or_negative_n'})",0.42105263157894735,0.3157894736842105,0.21052631578947367,0.5,1.5833333333333335,0.0775623268698061,1.368421052631579,0.6363636363636365
frozenset({'weigth_of_list_wn'}),frozenset({'vs_str_error'}),0.42105263157894735,1.0,0.42105263157894735,1.0,1.0,0.0,inf,0.0
"frozenset({'vs_str_error', 'weigth_of_list_wn'})",frozenset({'has_zeros'}),0.42105263157894735,0.8421052631578947,0.3684210526315789,0.875,1.0390625,0.013850415512465408,1.2631578947368425,0.0649350649350651
"frozenset({'has_zeros', 'weigth_of_list_wn'})",frozenset({'vs_str_error'}),0.3684210526315789,1.0,0.3684210526315789,1.0,1.0,0.0,inf,0.0
"frozenset({'has_duplicates', 'vs_str_error'})",frozenset({'weigth_of_list_wn'}),0.3157894736842105,0.42105263157894735,0.15789473684210525,0.5,1.1875,0.024930747922437685,1.1578947368421053,0.2307692307692309
frozenset({'has_duplicates'}),"frozenset({'vs_str_error', 'weigth_of_list_wn'})",0.3157894736842105,0.42105263157894735,0.15789473684210525,0.5,1.1875,0.024930747922437685,1.1578947368421053,0.2307692307692309
"frozenset({'vs_str_error', 'more_positive_or_negative_n'})","frozenset({'has_zeros', 'weigth_of_list_wn'})",0.3157894736842105,0.3684210526315789,0.15789473684210525,0.5,1.3571428571428572,0.04155124653739613,1.263157894736842,0.3846153846153847
"frozenset({'has_duplicates', 'vs_str_error'})",frozenset({'weigth_of_list_wp'}),0.3157894736842105,0.47368421052631576,0.15789473684210525,0.5,1.0555555555555556,0.008310249307479228,1.0526315789473686,0.07692307692307697
frozenset({'more_positive_or_negative_n'}),"frozenset({'vs_str_error', 'has_zeros', 'weigth_of_list_wn'})",0.3157894736842105,0.3684210526315789,0.15789473684210525,0.5,1.3571428571428572,0.04155124653739613,1.263157894736842,0.3846153846153847
frozenset({'more_positive_or_negative_e'}),"frozenset({'vs_str_error', 'has_zeros', 'weigth_of_list_wp'})",0.3157894736842105,0.42105263157894735,0.15789473684210525,0.5,1.1875,0.024930747922437685,1.1578947368421053,0.2307692307692309
frozenset({'more_positive_or_negative_p'}),"frozenset({'vs_str_error', 'has_zeros'})",0.3157894736842105,0.8421052631578947,0.2631578947368421,0.8333333333333334,0.9895833333333335,-0.0027700831024930483,0.9473684210526321,-0.015151515151515006
"frozenset({'vs_str_error', 'more_positive_or_negative_p'})",frozenset({'has_zeros'}),0.3157894736842105,0.8421052631578947,0.2631578947368421,0.8333333333333334,0.9895833333333335,-0.0027700831024930483,0.9473684210526321,-0.015151515151515006
frozenset({'has_duplicates'}),"frozenset({'vs_str_error', 'has_zeros', 'weigth_of_list_wn'})",0.3157894736842105,0.3684210526315789,0.15789473684210525,0.5,1.3571428571428572,0.04155124653739613,1.263157894736842,0.3846153846153847
frozenset({'more_positive_or_negative_n'}),"frozenset({'vs_str_error', 'has_zeros'})",0.3157894736842105,0.8421052631578947,0.2631578947368421,0.8333333333333334,0.9895833333333335,-0.0027700831024930483,0.9473684210526321,-0.015151515151515006
frozenset({'has_duplicates'}),"frozenset({'vs_str_error', 'weigth_of_list_wp'})",0.3157894736842105,0.47368421052631576,0.15789473684210525,0.5,1.0555555555555556,0.008310249307479228,1.0526315789473686,0.07692307692307697
