antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
['more_positive_or_negative_n'],['vs_str_No-violate'],0.3090909090909091,0.6909090909090909,0.2545454545454545,0.8235294117647058,1.1919504643962848,0.04099173553719007,1.751515151515151,0.23308270676691725
['weigth_of_list_we'],['vs_str_No-violate'],0.14545454545454545,0.6909090909090909,0.12727272727272726,0.875,1.2664473684210527,0.026776859504132222,2.4727272727272727,0.2462006079027355
['weigth_of_list_wn'],['vs_str_No-violate'],0.2909090909090909,0.6909090909090909,0.2909090909090909,1.0,1.4473684210526316,0.08991735537190082,inf,0.4358974358974359
"['has_zeros', 'weigth_of_list_wn']",['vs_str_No-violate'],0.12727272727272726,0.6909090909090909,0.12727272727272726,1.0,1.4473684210526316,0.03933884297520661,inf,0.35416666666666663
"['more_positive_or_negative_n', 'has_duplicates']",['vs_str_No-violate'],0.14545454545454545,0.6909090909090909,0.10909090909090909,0.75,1.0855263157894737,0.008595041322314048,1.2363636363636363,0.09219858156028368
"['weigth_of_list_wn', 'has_duplicates']",['vs_str_No-violate'],0.12727272727272726,0.6909090909090909,0.12727272727272726,1.0,1.4473684210526316,0.03933884297520661,inf,0.35416666666666663
