antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
['has_duplicates'],['vs_str_Violate'],0.4,0.7090909090909091,0.2909090909090909,0.7272727272727272,1.0256410256410255,0.007272727272727264,1.0666666666666662,0.04166666666666662
['more_positive_or_negative_e'],['vs_str_Violate'],0.2727272727272727,0.7090909090909091,0.23636363636363636,0.8666666666666667,1.2222222222222223,0.042975206611570255,2.181818181818182,0.25000000000000006
['weigth_of_list_we'],['vs_str_Violate'],0.14545454545454545,0.7090909090909091,0.10909090909090909,0.75,1.0576923076923077,0.005950413223140494,1.1636363636363636,0.06382978723404253
['weigth_of_list_wp'],['vs_str_Violate'],0.43636363636363634,0.7090909090909091,0.32727272727272727,0.75,1.0576923076923077,0.01785123966942148,1.1636363636363636,0.09677419354838705
"['has_duplicates', 'has_zeros']",['vs_str_Violate'],0.14545454545454545,0.7090909090909091,0.10909090909090909,0.75,1.0576923076923077,0.005950413223140494,1.1636363636363636,0.06382978723404253
"['weigth_of_list_wp', 'has_zeros']",['vs_str_Violate'],0.18181818181818182,0.7090909090909091,0.14545454545454545,0.7999999999999999,1.1282051282051282,0.01652892561983471,1.454545454545454,0.1388888888888889
"['is_sorted', 'weigth_of_list_wp']",['vs_str_Violate'],0.14545454545454545,0.7090909090909091,0.10909090909090909,0.75,1.0576923076923077,0.005950413223140494,1.1636363636363636,0.06382978723404253
"['weigth_of_list_wp', 'more_positive_or_negative_e']",['vs_str_Violate'],0.10909090909090909,0.7090909090909091,0.10909090909090909,1.0,1.4102564102564101,0.03173553719008264,inf,0.32653061224489793
